path,shape_z_y_x,spacing_x_y_z,size_x,size_y,size_z
synthRAD2025_Train_2.5D/Task2/AB/2ABD027/ct.mha,"(5, 315, 308)","(1.0, 1.0, 1.0)",308,315,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD029/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD031/ct.mha,"(5, 450, 453)","(1.0, 1.0, 1.0)",453,450,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD032/ct.mha,"(5, 383, 349)","(1.0, 1.0, 1.0)",349,383,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD035/ct.mha,"(5, 314, 310)","(1.0, 1.0, 1.0)",310,314,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD041/ct.mha,"(5, 452, 451)","(1.0, 1.0, 1.0)",451,452,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD042/ct.mha,"(5, 452, 447)","(1.0, 1.0, 1.0)",447,452,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD046/ct.mha,"(5, 452, 455)","(1.0, 1.0, 1.0)",455,452,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD049/ct.mha,"(5, 433, 447)","(1.0, 1.0, 1.0)",447,433,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD053/ct.mha,"(5, 308, 318)","(1.0, 1.0, 1.0)",318,308,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD054/ct.mha,"(5, 319, 309)","(1.0, 1.0, 1.0)",309,319,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD055/ct.mha,"(5, 452, 448)","(1.0, 1.0, 1.0)",448,452,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD056/ct.mha,"(5, 435, 454)","(1.0, 1.0, 1.0)",454,435,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD058/ct.mha,"(5, 315, 310)","(1.0, 1.0, 1.0)",310,315,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD059/ct.mha,"(5, 450, 424)","(1.0, 1.0, 1.0)",424,450,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD060/ct.mha,"(5, 452, 452)","(1.0, 1.0, 1.0)",452,452,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD063/ct.mha,"(5, 450, 448)","(1.0, 1.0, 1.0)",448,450,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD064/ct.mha,"(5, 455, 451)","(1.0, 1.0, 1.0)",451,455,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD065/ct.mha,"(5, 435, 452)","(1.0, 1.0, 1.0)",452,435,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD067/ct.mha,"(5, 313, 315)","(1.0, 1.0, 1.0)",315,313,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD069/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD071/ct.mha,"(5, 450, 450)","(1.0, 1.0, 1.0)",450,450,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD078/ct.mha,"(5, 448, 448)","(1.0, 1.0, 1.0)",448,448,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD080/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD081/ct.mha,"(5, 311, 307)","(1.0, 1.0, 1.0)",307,311,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD083/ct.mha,"(5, 312, 312)","(1.0, 1.0, 1.0)",312,312,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD084/ct.mha,"(5, 326, 315)","(1.0, 1.0, 1.0)",315,326,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD087/ct.mha,"(5, 467, 497)","(1.0, 1.0, 1.0)",497,467,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD088/ct.mha,"(5, 465, 499)","(1.0, 1.0, 1.0)",499,465,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD089/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD091/ct.mha,"(5, 472, 499)","(1.0, 1.0, 1.0)",499,472,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD093/ct.mha,"(5, 448, 448)","(1.0, 1.0, 1.0)",448,448,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD095/ct.mha,"(5, 314, 316)","(1.0, 1.0, 1.0)",316,314,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD096/ct.mha,"(5, 431, 417)","(1.0, 1.0, 1.0)",417,431,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD098/ct.mha,"(5, 315, 309)","(1.0, 1.0, 1.0)",309,315,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD099/ct.mha,"(5, 307, 308)","(1.0, 1.0, 1.0)",308,307,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD100/ct.mha,"(5, 312, 319)","(1.0, 1.0, 1.0)",319,312,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD104/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD106/ct.mha,"(5, 310, 265)","(1.0, 1.0, 1.0)",265,310,5
synthRAD2025_Train_2.5D/Task2/AB/2ABD109/ct.mha,"(5, 390, 391)","(1.0, 1.0, 1.0)",391,390,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE006/ct.mha,"(5, 492, 473)","(1.0, 1.0, 1.0)",473,492,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE010/ct.mha,"(5, 497, 497)","(1.0, 1.0, 1.0)",497,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE022/ct.mha,"(5, 497, 498)","(1.0, 1.0, 1.0)",498,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE024/ct.mha,"(5, 474, 468)","(1.0, 1.0, 1.0)",468,474,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE025/ct.mha,"(5, 460, 493)","(1.0, 1.0, 1.0)",493,460,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE038/ct.mha,"(5, 445, 506)","(1.0, 1.0, 1.0)",506,445,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE039/ct.mha,"(5, 485, 468)","(1.0, 1.0, 1.0)",468,485,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE052/ct.mha,"(5, 501, 497)","(1.0, 1.0, 1.0)",497,501,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE073/ct.mha,"(5, 497, 498)","(1.0, 1.0, 1.0)",498,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE088/ct.mha,"(5, 498, 477)","(1.0, 1.0, 1.0)",477,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE107/ct.mha,"(5, 470, 503)","(1.0, 1.0, 1.0)",503,470,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE114/ct.mha,"(5, 498, 497)","(1.0, 1.0, 1.0)",497,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE116/ct.mha,"(5, 479, 498)","(1.0, 1.0, 1.0)",498,479,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE118/ct.mha,"(5, 499, 497)","(1.0, 1.0, 1.0)",497,499,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE119/ct.mha,"(5, 499, 501)","(1.0, 1.0, 1.0)",501,499,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE120/ct.mha,"(5, 497, 497)","(1.0, 1.0, 1.0)",497,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE121/ct.mha,"(5, 498, 499)","(1.0, 1.0, 1.0)",499,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE124/ct.mha,"(5, 497, 498)","(1.0, 1.0, 1.0)",498,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE125/ct.mha,"(5, 478, 500)","(1.0, 1.0, 1.0)",500,478,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE126/ct.mha,"(5, 501, 487)","(1.0, 1.0, 1.0)",487,501,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE127/ct.mha,"(5, 484, 500)","(1.0, 1.0, 1.0)",500,484,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE128/ct.mha,"(5, 473, 497)","(1.0, 1.0, 1.0)",497,473,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE130/ct.mha,"(5, 497, 497)","(1.0, 1.0, 1.0)",497,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE131/ct.mha,"(5, 499, 498)","(1.0, 1.0, 1.0)",498,499,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE133/ct.mha,"(5, 498, 497)","(1.0, 1.0, 1.0)",497,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE135/ct.mha,"(5, 498, 496)","(1.0, 1.0, 1.0)",496,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE136/ct.mha,"(5, 490, 497)","(1.0, 1.0, 1.0)",497,490,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE140/ct.mha,"(5, 498, 498)","(1.0, 1.0, 1.0)",498,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE141/ct.mha,"(5, 497, 497)","(1.0, 1.0, 1.0)",497,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE144/ct.mha,"(5, 479, 498)","(1.0, 1.0, 1.0)",498,479,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE145/ct.mha,"(5, 482, 499)","(1.0, 1.0, 1.0)",499,482,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE147/ct.mha,"(5, 478, 499)","(1.0, 1.0, 1.0)",499,478,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE150/ct.mha,"(5, 499, 500)","(1.0, 1.0, 1.0)",500,499,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE151/ct.mha,"(5, 497, 472)","(1.0, 1.0, 1.0)",472,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE152/ct.mha,"(5, 499, 482)","(1.0, 1.0, 1.0)",482,499,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE153/ct.mha,"(5, 479, 481)","(1.0, 1.0, 1.0)",481,479,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE158/ct.mha,"(5, 454, 499)","(1.0, 1.0, 1.0)",499,454,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE159/ct.mha,"(5, 497, 496)","(1.0, 1.0, 1.0)",496,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE162/ct.mha,"(5, 485, 500)","(1.0, 1.0, 1.0)",500,485,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE165/ct.mha,"(5, 499, 496)","(1.0, 1.0, 1.0)",496,499,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE166/ct.mha,"(5, 501, 498)","(1.0, 1.0, 1.0)",498,501,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE167/ct.mha,"(5, 471, 501)","(1.0, 1.0, 1.0)",501,471,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE169/ct.mha,"(5, 499, 498)","(1.0, 1.0, 1.0)",498,499,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE170/ct.mha,"(5, 498, 497)","(1.0, 1.0, 1.0)",497,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE172/ct.mha,"(5, 452, 469)","(1.0, 1.0, 1.0)",469,452,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE173/ct.mha,"(5, 435, 484)","(1.0, 1.0, 1.0)",484,435,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE174/ct.mha,"(5, 486, 492)","(1.0, 1.0, 1.0)",492,486,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE175/ct.mha,"(5, 467, 497)","(1.0, 1.0, 1.0)",497,467,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE177/ct.mha,"(5, 486, 498)","(1.0, 1.0, 1.0)",498,486,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE180/ct.mha,"(5, 498, 497)","(1.0, 1.0, 1.0)",497,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE184/ct.mha,"(5, 497, 497)","(1.0, 1.0, 1.0)",497,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE185/ct.mha,"(5, 498, 499)","(1.0, 1.0, 1.0)",499,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE186/ct.mha,"(5, 497, 497)","(1.0, 1.0, 1.0)",497,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE187/ct.mha,"(5, 498, 496)","(1.0, 1.0, 1.0)",496,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE189/ct.mha,"(5, 466, 498)","(1.0, 1.0, 1.0)",498,466,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE191/ct.mha,"(5, 482, 501)","(1.0, 1.0, 1.0)",501,482,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE197/ct.mha,"(5, 478, 479)","(1.0, 1.0, 1.0)",479,478,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE200/ct.mha,"(5, 500, 497)","(1.0, 1.0, 1.0)",497,500,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE201/ct.mha,"(5, 469, 502)","(1.0, 1.0, 1.0)",502,469,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE203/ct.mha,"(5, 466, 500)","(1.0, 1.0, 1.0)",500,466,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE205/ct.mha,"(5, 486, 497)","(1.0, 1.0, 1.0)",497,486,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE206/ct.mha,"(5, 497, 500)","(1.0, 1.0, 1.0)",500,497,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE207/ct.mha,"(5, 498, 498)","(1.0, 1.0, 1.0)",498,498,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE208/ct.mha,"(5, 481, 501)","(1.0, 1.0, 1.0)",501,481,5
synthRAD2025_Train_2.5D/Task2/AB/2ABE209/ct.mha,"(5, 501, 499)","(1.0, 1.0, 1.0)",499,501,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA002/ct.mha,"(5, 307, 309)","(1.0, 1.0, 1.0)",309,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA005/ct.mha,"(5, 307, 311)","(1.0, 1.0, 1.0)",311,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA010/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA011/ct.mha,"(5, 313, 314)","(1.0, 1.0, 1.0)",314,313,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA014/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA016/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA019/ct.mha,"(5, 309, 312)","(1.0, 1.0, 1.0)",312,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA021/ct.mha,"(5, 307, 308)","(1.0, 1.0, 1.0)",308,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA024/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA025/ct.mha,"(5, 308, 309)","(1.0, 1.0, 1.0)",309,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA026/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA027/ct.mha,"(5, 308, 307)","(1.0, 1.0, 1.0)",307,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA028/ct.mha,"(5, 313, 313)","(1.0, 1.0, 1.0)",313,313,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA029/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA031/ct.mha,"(5, 308, 313)","(1.0, 1.0, 1.0)",313,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA032/ct.mha,"(5, 312, 307)","(1.0, 1.0, 1.0)",307,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA033/ct.mha,"(5, 307, 309)","(1.0, 1.0, 1.0)",309,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA034/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA035/ct.mha,"(5, 307, 308)","(1.0, 1.0, 1.0)",308,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA036/ct.mha,"(5, 308, 309)","(1.0, 1.0, 1.0)",309,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA038/ct.mha,"(5, 309, 314)","(1.0, 1.0, 1.0)",314,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA039/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA040/ct.mha,"(5, 307, 308)","(1.0, 1.0, 1.0)",308,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA041/ct.mha,"(5, 308, 307)","(1.0, 1.0, 1.0)",307,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA044/ct.mha,"(5, 311, 314)","(1.0, 1.0, 1.0)",314,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA045/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA046/ct.mha,"(5, 307, 306)","(1.0, 1.0, 1.0)",306,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA047/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA050/ct.mha,"(5, 307, 312)","(1.0, 1.0, 1.0)",312,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA056/ct.mha,"(5, 308, 311)","(1.0, 1.0, 1.0)",311,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA058/ct.mha,"(5, 307, 307)","(1.0, 1.0, 1.0)",307,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA061/ct.mha,"(5, 282, 311)","(1.0, 1.0, 1.0)",311,282,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA068/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA070/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA073/ct.mha,"(5, 310, 308)","(1.0, 1.0, 1.0)",308,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA076/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA077/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA082/ct.mha,"(5, 308, 309)","(1.0, 1.0, 1.0)",309,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA083/ct.mha,"(5, 308, 309)","(1.0, 1.0, 1.0)",309,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA084/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA086/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA087/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA088/ct.mha,"(5, 310, 308)","(1.0, 1.0, 1.0)",308,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA089/ct.mha,"(5, 311, 308)","(1.0, 1.0, 1.0)",308,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA090/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA091/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA092/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA093/ct.mha,"(5, 310, 312)","(1.0, 1.0, 1.0)",312,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA094/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA095/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA096/ct.mha,"(5, 307, 308)","(1.0, 1.0, 1.0)",308,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA097/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA098/ct.mha,"(5, 288, 273)","(1.0, 1.0, 1.0)",273,288,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA099/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA100/ct.mha,"(5, 307, 307)","(1.0, 1.0, 1.0)",307,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA102/ct.mha,"(5, 310, 307)","(1.0, 1.0, 1.0)",307,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA104/ct.mha,"(5, 311, 309)","(1.0, 1.0, 1.0)",309,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA105/ct.mha,"(5, 308, 311)","(1.0, 1.0, 1.0)",311,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA106/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA107/ct.mha,"(5, 310, 308)","(1.0, 1.0, 1.0)",308,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA108/ct.mha,"(5, 225, 308)","(1.0, 1.0, 1.0)",308,225,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA110/ct.mha,"(5, 308, 307)","(1.0, 1.0, 1.0)",307,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA111/ct.mha,"(5, 311, 308)","(1.0, 1.0, 1.0)",308,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA113/ct.mha,"(5, 310, 310)","(1.0, 1.0, 1.0)",310,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNA115/ct.mha,"(5, 309, 307)","(1.0, 1.0, 1.0)",307,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB001/ct.mha,"(5, 310, 308)","(1.0, 1.0, 1.0)",308,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB002/ct.mha,"(5, 313, 311)","(1.0, 1.0, 1.0)",311,313,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB005/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB006/ct.mha,"(5, 309, 307)","(1.0, 1.0, 1.0)",307,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB007/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB009/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB010/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB011/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB013/ct.mha,"(5, 311, 309)","(1.0, 1.0, 1.0)",309,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB014/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB015/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB016/ct.mha,"(5, 307, 307)","(1.0, 1.0, 1.0)",307,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB019/ct.mha,"(5, 308, 309)","(1.0, 1.0, 1.0)",309,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB020/ct.mha,"(5, 310, 307)","(1.0, 1.0, 1.0)",307,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB023/ct.mha,"(5, 315, 315)","(1.0, 1.0, 1.0)",315,315,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB024/ct.mha,"(5, 306, 307)","(1.0, 1.0, 1.0)",307,306,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB030/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB031/ct.mha,"(5, 311, 308)","(1.0, 1.0, 1.0)",308,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB033/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB034/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB036/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB037/ct.mha,"(5, 312, 309)","(1.0, 1.0, 1.0)",309,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB039/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB043/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB044/ct.mha,"(5, 308, 309)","(1.0, 1.0, 1.0)",309,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB045/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB047/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB050/ct.mha,"(5, 312, 311)","(1.0, 1.0, 1.0)",311,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB051/ct.mha,"(5, 309, 311)","(1.0, 1.0, 1.0)",311,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB053/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB054/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB055/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB058/ct.mha,"(5, 311, 308)","(1.0, 1.0, 1.0)",308,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB059/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB060/ct.mha,"(5, 311, 311)","(1.0, 1.0, 1.0)",311,311,5
